user_id,total_quantity,total_spend
15160,4,1906.98
15184,24,31658.2
15240,15,16193.87
15279,4,1067.16
15287,15,15946.52
15297,2,1520.47
15344,5,4995
15355,10,7992
15375,2,42.4
15385,3,2997
15410,8,7992
15444,30,1630.6
15561,16,4159.06
15567,33,16881.55
15572,1,999
15580,11,4960.78
15590,22,13573.09
15619,40,6522.4
15622,18,2935.08
15653,13,5408.67
15654,37,20427.9
15713,5,1791.07
15720,14,21435.26
15737,2,234.16
15856,5,4995
15876,8,7271.9
15972,13,11510.59
15981,18,6786.43
15991,9,4680.53
16007,1,1850.59
16008,2,1239.81
16026,2,1998
16076,39,28885.2
16144,30,9990
16171,2,2751.2
16176,12,8060.16
16177,2,326.12
16182,1,999
16191,7,8346.56
16195,5,4995
16232,16,10786.32
16246,2,2478.76
16272,57,43504.38
16280,55,53568.06
16322,15,2445.9
16382,5,4995
16400,3,1479.74
16432,11,10624.92
16513,309,169859.19
16578,77,74272.17
16579,10,13756
16596,36,29480.17
16602,1,999
16654,17,14495.8
16711,174,162143.1
16723,1,999
16725,1,999
16737,23,18797.3
16738,38,27972
16770,31,35449.3
16789,17,12190.9
16796,5,1936.78
16801,7,6526.09
16820,158,142915.01
16834,15,14985
16839,6,5994
16840,5,4995
16844,9,8991
16863,87,34980.8
16878,4,5502.4
16881,21,18125.71
16889,16,5952.72
16915,15,19504.2
16941,19,12165.23
16950,3,3201.48
16967,50,20774.85
16968,9,10055.18
16986,13,12151.06
17001,6,1814.3
17004,4,3996
17013,34,5934.47
17074,4,1531.09
17096,31,30969
17109,19,13986
17113,19,7546.49
17131,20,17752.45
17154,2,883.29
17167,5,4995
17199,109,39714.2
17242,12,652.24
17267,2,1998
17295,4,3813.96
17312,3,4061.18
17325,32,22344.1
17331,43,7426.5
17340,15,12477.18
17342,5,826.36
17350,8,8969.35
17358,113,91874.93
17382,15,13900.84
17430,175,116342.02
17436,56,50207.36
17444,9,8763.45
17476,43,36794.4
17496,1,1067.16
17513,10,1630.6
17544,2,999
17609,109,87940.75
17617,5,6196.9
17637,82,37047.65
17669,66,62979.4
17680,28,24625.21
17687,3,1481.7
17688,7,5255.89
17720,3,953.49
17722,11,10989
17724,31,31834.44
17728,3,1325.12
17729,2,1239.38
17740,5,4995
17788,8,3996
17806,2,160.83
17833,4,4957.52
17852,9,1733.63
17873,13,12395.37
17878,16,15148.06
17889,11,10128.4
17903,41,28971
17927,2,1298.86
17931,42,10190.52
17956,65,43819.07
17961,46,49667.93
17962,13,14414.67
17971,1,999
17990,5,524.04
17994,52,30204.13
17999,26,23343.62
18004,8,6157.06
18008,127,102185.94
18009,22,19618.49
18016,12,13871
18019,3,489.18
18022,15,6398.05
18023,105,103984.8
18025,1,1531.09
18084,4,213.28
18088,19,14099.39
18092,35,40184.81
18107,141,96631.36
18112,79,96562.71
18118,65,8312.58
18119,4,439.53
18142,41,38312.22
18158,36,35449.24
18163,97,36853.62
18182,18,10989
18186,6,3244.39
18199,88,87335.36
18223,12,11521.09
18247,199,78626.15
18251,9,7233.81
18259,43,21940.71
18265,27,24535.5
18278,2,1998
18290,13,11134.14
18292,2,1481.7
18298,14,13986
18306,7,6993
18316,5,4767.45
18320,4,52.1
18328,1,999
18336,7,3880.29
18345,39,37600.76
18350,18,16903.25
18375,1,1019.92
18386,6,5994
18403,124,93242.71
18417,119,97524.03
18420,2,1998
18427,135,112827.87
18431,1830,207813.62
18432,11,6581.75
18449,77,71897.95
18457,11,9686.32
18464,31,3160.06
18480,38,37962
18491,20,17143.83
18509,44,26318.52
18527,10,1630.6
18528,12,11751.74
18560,2,3062.18
18568,53,34719.2
18635,13,8807.3
18643,2,1998
18646,4,3996
18658,2,553.49
18688,7,5079.8
18732,87,101526.2
18743,76,61549.05
18759,2,999
18775,38,24700.57
18790,9,8991
18854,8,7992
18859,1,163.06
18870,13,16466.27
18898,2,2374.6
18917,5,4995
18948,3,2860.47
18952,17,20366.9
18956,28,33770.99
18969,1,999
18971,19,12067.42
19008,85,30809.95
19016,1,1375.6
19017,4,3996
19019,3,2951.49
19051,8,6528.87
19057,12,11988
19066,41,30377.37
19091,481,139896.93
19148,281,275043.15
19163,77,77807.58
19174,108,130376.7
19200,1,1375.6
19284,15,10577.75
19286,1,1199.78
19308,48,43105.28
19310,1,999
19314,20,17008.82
19319,5,4995
19324,4,2997
19327,15,2629.6
19366,30,14985
19375,61,49116
19382,27,15804.51
19417,6,5720.94
19458,13,10171.75
19459,2,1347.04
19462,35,36850.54
19472,26,14941.54
19477,132,46744.63
19485,1,999
19507,15,17015.34
19525,22,8602.96
19532,10,9762.45
19535,41,22617.09
19536,15,815.3
19547,25,3207.41
19555,2,1998
19567,24,7257.2
19591,11,7518.79
19596,13,8272.61
19602,2,1998
19607,15,14985
19610,12,8807.12
19616,36,2676.04
19622,2,1906.98
19644,8,2458.68
19681,8,7992
19682,52,52913.93
19688,4,3996
19690,35,8866.76
19692,2,1998
19695,2,1998
19700,47,60134
19740,4,1270.01
19742,22,11110.78
19762,5,4995
19786,52,40933.74
19797,4,1707.62
19822,3,2997
19829,17,14537.96
19847,17,21720.46
19860,4,3996
19871,5,4995
19875,16,15984
19897,67,68493.65
19909,158,111847.85
19923,12,7514.47
19932,31,25515.07
19935,2,2238.38
19942,2,1239.81
19954,3,4126.8
19965,1,999
19967,10,9410
19980,2,1116.55
19985,2,743.16
20026,4,5502.4
20033,5,4995
20036,10,1630.6
20065,17,4995
20070,32,9990
20106,8,6788.36
20114,19,3098.14
20145,72,48287.29
20148,22,11042.08
20175,43,23730.38
20202,15,7693.3
20207,6,1369.38
20234,3,489.18
20333,10,9990
20334,25,30497.36
20358,23,17463.14
20370,1,1194.47
20382,186,17870.1
20389,22,13618.6
20391,3,4126.8
20413,465,114530.52
20422,8,7809.96
20442,8,4856.76
20447,24,23976
20452,3,2997
20488,3,1479.74
20491,36,25442.22
20499,12,7338.32
20503,4,3996
20508,23,4779.04
20510,30,5454.75
20512,4,234.16
20528,9,11699.3
20529,2,1707.62
20541,13,12099.21
20543,25,919.5
20563,3,489.18
20583,73,33952.89
20592,69,33264.34
20608,6,600.36
20611,3,1675.78
20617,19,14733.79
20618,4,1761.74
20654,51,45421.23
20662,1,999
20663,5,4995
20665,17,19229.84
20679,62,21506.05
20687,2,1199.78
20702,20,15310.9
20708,17,8623.6
20764,333,195617.15
20811,8,1850.91
20820,4,1998
20858,51,45145.33
20883,53,41548.39
20918,5,815.3
20922,197,190207.75
20943,2,1998
20961,45,36089.8
21013,56,61092.63
21216,13,4544.86
21230,413,264130.28
21244,5,4995
21265,10,12393.8
21282,4,3536.66
21302,3,4350.56
21320,31,32852
21342,3,826.36
21357,2,326.12
21376,32,25318.77
21395,44,48766.53
21424,2,1952.49
21425,162,28193.19
21435,4,1713.3
21444,17,14553.64
21492,51,67896
21502,2,883.29
21503,27,25697.35
21524,7,7785.07
21533,11,14357.7
21553,93,100439
21561,5,4995
21583,41,13663.13
21586,10,9990
21599,8,6845.59
21607,2,1998
21608,20,14985
21631,14,9806.3
21633,46,44374.24
21650,24,23900.17
21658,3,2997
21678,16,13313.12
21688,2,1761.74
21692,11,12274.29
21752,3,163.06
21758,4,4749.2
21765,20,19874.09
21776,2,1906.98
21797,30,21610.6
21851,9,815.3
21867,15,13739.27
21912,3,2997
21913,2,1998
21917,3,549.9
21930,91,54638.77
21934,18,24760.8
21940,1,953.49
21999,19,10621.6
22008,15,14985
22034,4,1559.5
22047,197,211916.48
22089,5,815.3
22104,5,1389.02
22139,35,29454.03
22153,23,24924.74
22159,3,2860.47
22180,5,4995
22197,6,6977.29
22198,4,549.9
22231,35,13252.04
22247,3,1019.92
22250,18,19658.07
22270,134,160155.5
22279,2,163.06
22298,3,699.24
22316,6,5994
22323,19,21104.38
22343,66,18981
22357,6,6370.6
22360,20,10988.35
22392,1,953.49
22395,5,4995
22400,4,953.49
22401,2,770.47
22414,104,33635.98
22416,12,12380.4
22419,19,7992
22426,5,4995
22439,801,13761.02
22451,25,28364.4
22456,9,4126.8
22463,4,3996
22470,4,1162.06
22471,119,115947.91
22517,27,30389.4
22531,83,72425.25
22543,48,41691.33
22546,20,14514.49
22576,64,38061.48
22580,10,10928.06
22594,5,4995
22597,32,13328.04
22607,2,1998
22620,22,8643.08
22657,58,51487.12
22658,6,5534.66
22660,2,326.12
22683,20,19980
22694,11,11009.92
22707,10,9534.9
22715,43,39763.01
22732,24,17020.33
22735,238,219845.6
22754,34,33160.65
22760,32,24415.62
22762,17,6469.89
22763,9,3823.36
22777,4,883.29
22786,43,31988.92
22792,1,163.06
22797,17,6993
22819,49,50333.22
22825,3,524.04
22830,24,20224.69
22832,12,10873.29
22834,3,3098.84
22852,6,6747.2
22874,20,18797.09
22880,35,34810
22889,10,4567.16
22901,4,1998
22913,4,953.49
22927,6,2997
22956,7,4592.11
22987,5,7655.45
23005,4,5502.4
23017,5,4995
23024,1,549.37
23038,1,1375.6
23049,8,7584.72
23050,21,11286.5
23053,22,17217.16
23061,5,4995
23084,3,1199.78
23090,30,2445.9
23133,146,143012.34
23137,5,4995
23145,10,9990
23151,98,69920.42
23175,2,1675.78
23191,6,5994
23210,32,11124.29
23218,25,24892.26
23222,65,45631.78
23243,4,549.9
23244,5,4995
23254,2,1998
23257,6,7831.49
23306,55,19297.35
23309,40,33782.75
23331,5,1898.89
23334,35,34269.25
23397,8,10280.28
23400,29,11223.5
23411,10,8204.21
23440,4,918.33
23441,11,9033.4
23443,15,14985
23445,2,549.9
23465,7,4546.86
23476,53,51945.58
23496,2,234.16
23499,5,4995
23537,515,16064.42
23554,11,10488.39
23558,5,4767.45
23561,54,52125.6
23563,4,524.04
23574,2,2751.2
23577,5,918.33
23581,5,4995
23582,3,1239.81
23648,14,7369.6
23666,81,68859.45
23713,17,4064.16
23719,189,189193.47
23720,13,1667.21
23723,56,39858.67
23796,30,16688.99
23815,29,13152.63
23845,39,21209.49
23872,4,1998
23877,10,978.36
23890,1,1675.78
23909,1,999
23914,6,8253.6
23937,6,5994
23943,5,1850.59
23947,3,1239.81
23961,5,4995
23975,3,4061.18
23976,17,14005.85
23980,23,5159.84
24016,3,3718.14
24027,5,1531.09
24036,17,15200.96
24063,95,93723.13
24071,13,15115.36
24080,157,140040.4
24084,4,3106.76
24085,197,134116.39
24101,22,23724.47
24111,32,13209.1
24119,4,1791.07
24129,301,18841.48
24139,11,5091.91
24140,3,2997
24141,5,4995
24151,140,23117.36
24152,223,173657.62
24153,1,524.04
24155,18,17982
24157,1,999
24158,22,21750.45
24170,105,94210.57
24173,8,4466.2
24186,2,160.83
24196,2,999
24216,11,11742.2
24228,114,33341.08
24247,8,8345.55
24250,13,11149.64
24260,92,24244.06
24262,7,2813.3
24273,6,8253.6
24278,54,5011.92
24281,20,19069.8
24286,3,2997
24296,57,16166.92
24340,89,93952.52
24341,35,22981.46
24363,3,4126.8
24364,2,2478.76
24371,3,4126.8
24382,1,999
24396,10,9534.9
24397,15,14985
24404,17,19643.45
24407,9,7319.12
24424,23,22066.8
24448,82,76050.88
24452,11,12053.18
24478,18,16934.38
24485,4,1199.78
24499,25,24689.89
24500,47,21874.8
24510,55,43875.2
24522,54,42148.48
24541,22,19864.29
24549,5,4995
24556,28,25575.33
24566,4,743.16
24581,54,75005.95
24585,3,1067.16
24588,2,1998
24592,10,5810.3
24610,15,10805.3
24619,17,4521.79
24632,3,1375.6
24637,16,12602.99
24638,118,79562.42
24645,81,70134.76
24662,27,7809.58
24675,20,3261.2
24678,8,735.6
24723,2,1707.62
24726,2,326.12
24753,39,25167.2
24775,32,25510.45
24782,10,9990
24792,249,63133.21
24812,20,6526.84
24816,12,11532.9
24834,33,31444.89
24841,12,8230.31
24853,12,15000.8
24861,49,32268.56
24865,5,815.3
24866,58,55302.42
24870,25,26858
24879,7,9629.2
24881,5,815.3
24889,28,30542.59
24894,11,6993
24899,4,834.61
24904,10,9990
24921,20,15800.3
24926,6,5828.52
24930,9,6066.04
24934,38,13504.35
24945,1,1713.3
24952,33,33307.8
24960,7,6370.6
24962,2,326.12
24966,9,5700.02
24976,6,5994
24986,12,6340.11
24997,75,54416.62
25012,10,5679.29
25023,7,3141.05
25029,13,12759.45
25039,83,65057.39
25056,25,34390
25067,13,8481.85
25071,164,131257.64
25081,125,4738.1
25085,5,4995
25115,10,9990
25122,41,23830.84
25125,81,71778.7
25126,36,34024.12
25141,3,2860.47
25152,16,14851.44
25167,125,65905.83
25188,7,6993
25196,84,71052.74
25212,5,4995
25217,2,1998
25219,4,1520.47
25220,5,815.3
25226,69,51802.29
25235,19,19534.01
25238,30,999
25243,5,4995
25244,61,73486.65
25252,97,94306.53
25254,14,13986
25263,31,25974
25280,2,953.49
25282,63,24265.59
25288,391,6441.9
25294,5,4995
25295,56,55944
25296,56,39672.2
25307,40,36342.08
25313,6,5720.94
25331,1,999
25339,3,3373.6
25346,8,9875
25357,15,14985
25368,73,69669.06
25371,3,439.53
25375,32,19021.07
25377,5,6196.9
25380,124,90423.17
25396,6,5994
25408,267,141661.81
25423,30,7440.9
25442,2,2478.76
25444,2,2388.94
25473,8,652.24
25481,4,918.33
25486,87,49493.62
25487,10,9990
25492,10,9990
25501,17,4459.55
25552,31,26973
25555,8,6320.12
25569,2,953.49
25604,1,999
25612,4,221.78
25629,43,42780.78
25650,5,6878
25660,59,48820.87
25686,55,16696.09
25697,9,3940.89
25702,6,8253.6
25724,10,9990
25742,20,19980
25753,16,16636.16
25756,10,9990
25774,16,652.24
25786,6,4854.21
25791,25,23852.25
25801,48,40492.86
25813,4,146.44
25816,119,105764.38
25827,10,8318.12
25832,83,63097.62
25859,21,20979
25863,2,326.12
25885,10,13756
25886,18,6825.18
25894,6,5994
25918,14,8024.26
25919,55,45523.6
25928,128,93289.12
25932,10,6993
25944,25,18042.79
25954,1,163.06
25955,5,4159.06
25976,4,326.12
25990,15,14149.06
26003,5,3777.04
26011,9,8991
26016,68,76923.78
26023,27,25744.23
26032,19,17090.92
26033,42,40256.79
26036,5,3881.2
26037,8,6197.96
26042,25,3536.66
26055,13,10297.14
26065,5,815.3
26080,6,2161.06
26103,65,83454.33
26119,102,57486.14
26147,175,124225.63
26168,3,489.18
26180,4,3160.06
26184,3,524.04
26186,3,524.04
